symbol,series,last_corp_announcement_date,last_corp_announcement,open_price,high_price,low_price,last_traded_price,prev_close_price,percent_change,traded_quantity,turnover_in_lakhs,timestamp
BAJAJFINSV,EQ,08-07-2021,Annual General Meeting/Dividend - Rs 3 Per Share,18135,18280,17925.05,18253.75,17871.35,2.14,168203,30447.13,12-11-2021 15:05
BHARTIARTL,EQ,27-09-2021,Rights 1:14 @ Premium Rs 530/-,733,745,725.25,743.6,728.6,2.06,7977208,58912.48,12-11-2021 15:05
NESTLEIND,EQ,26-10-2021,Interim Dividend - Rs 110 Per Share,18950,19248.8,18860.85,19237.15,18854,2.03,54554,10385.67,12-11-2021 15:05
TECHM,EQ,02-11-2021,Special Dividend - Rs 15 Per Share,1538.5,1589,1531.3,1587.8,1521.95,4.33,3137353,49162.95,12-11-2021 15:10
HINDALCO,EQ,12-08-2021,Annual General Meeting/Dividend - Rs 3 Per Share,460.5,470.5,458.95,468.85,453.95,3.28,15421551,71702.5,12-11-2021 15:10
HDFC,EQ,31-05-2021,Dividend - Rs 23 Per Sh,2925,2992,2905.45,2991.3,2908.85,2.83,2353621,69550.21,12-11-2021 15:10
WIPRO,EQ,08-07-2021,Annual General Meeting,648,659.95,645.8,659.25,641.8,2.72,4801979,31320.43,12-11-2021 15:10
INFY,EQ,26-10-2021,Interim Dividend - Rs 15 Per Sh,1743,1782.85,1738.05,1780.15,1733.3,2.7,4284132,75572.95,12-11-2021 15:10
HDFCLIFE,EQ,30-06-2021,Dividend - Rs 2.02 Per Sh,708.85,721.35,704.8,719.8,702.6,2.45,4854714,34821.41,12-11-2021 15:10
ADANIPORTS,EQ,24-06-2021,Dividend - Rs 5 Per Sh,737.7,755.5,734.25,751.6,735.1,2.24,4158102,31068.92,12-11-2021 15:10
BAJAJFINSV,EQ,08-07-2021,Annual General Meeting/Dividend - Rs 3 Per Share,18135,18280,17925.05,18252.05,17871.35,2.13,172583,31246.6,12-11-2021 15:10
BHARTIARTL,EQ,27-09-2021,Rights 1:14 @ Premium Rs 530/-,733,745,725.25,743.95,728.6,2.11,8081548,59688.7,12-11-2021 15:10
SBILIFE,EQ,05-04-2021,Interim Dividend - Rs 2.5 Per Share,1154,1177,1147.6,1175.05,1153.2,1.89,1193736,13920.51,12-11-2021 15:10
TECHM,EQ,02-11-2021,Special Dividend - Rs 15 Per Share,1538.5,1589,1531.3,1587.8,1521.95,4.33,3137353,49162.95,12-11-2021 15:10
HINDALCO,EQ,12-08-2021,Annual General Meeting/Dividend - Rs 3 Per Share,460.5,470.5,458.95,468.85,453.95,3.28,15421551,71702.5,12-11-2021 15:10
HDFC,EQ,31-05-2021,Dividend - Rs 23 Per Sh,2925,2992,2905.45,2991.3,2908.85,2.83,2353621,69550.21,12-11-2021 15:10
WIPRO,EQ,08-07-2021,Annual General Meeting,648,659.95,645.8,659.25,641.8,2.72,4801979,31320.43,12-11-2021 15:10
INFY,EQ,26-10-2021,Interim Dividend - Rs 15 Per Sh,1743,1782.85,1738.05,1780.15,1733.3,2.7,4284132,75572.95,12-11-2021 15:10
HDFCLIFE,EQ,30-06-2021,Dividend - Rs 2.02 Per Sh,708.85,721.35,704.8,719.8,702.6,2.45,4854714,34821.41,12-11-2021 15:10
ADANIPORTS,EQ,24-06-2021,Dividend - Rs 5 Per Sh,737.7,755.5,734.25,751.6,735.1,2.24,4158102,31068.92,12-11-2021 15:10
BAJAJFINSV,EQ,08-07-2021,Annual General Meeting/Dividend - Rs 3 Per Share,18135,18280,17925.05,18252.05,17871.35,2.13,172583,31246.6,12-11-2021 15:10
BHARTIARTL,EQ,27-09-2021,Rights 1:14 @ Premium Rs 530/-,733,745,725.25,743.95,728.6,2.11,8081548,59688.7,12-11-2021 15:10
SBILIFE,EQ,05-04-2021,Interim Dividend - Rs 2.5 Per Share,1154,1177,1147.6,1175.05,1153.2,1.89,1193736,13920.51,12-11-2021 15:10
TECHM,EQ,02-11-2021,Special Dividend - Rs 15 Per Share,1538.5,1589.45,1531.3,1588.35,1521.95,4.36,3270155,51270.47,12-11-2021 15:15
HINDALCO,EQ,12-08-2021,Annual General Meeting/Dividend - Rs 3 Per Share,460.5,470.5,458.95,468.25,453.95,3.15,15728912,73141.01,12-11-2021 15:15
HDFC,EQ,31-05-2021,Dividend - Rs 23 Per Sh,2925,2993.4,2905.45,2993.35,2908.85,2.9,2451880,72489.34,12-11-2021 15:15
HDFCLIFE,EQ,30-06-2021,Dividend - Rs 2.02 Per Sh,708.85,722,704.8,722,702.6,2.76,5030054,36085.61,12-11-2021 15:15
WIPRO,EQ,08-07-2021,Annual General Meeting,648,659.95,645.8,659.25,641.8,2.72,4940845,32235.56,12-11-2021 15:15
INFY,EQ,26-10-2021,Interim Dividend - Rs 15 Per Sh,1743,1782.85,1738.05,1779.85,1733.3,2.69,4487441,79191.22,12-11-2021 15:15
ADANIPORTS,EQ,24-06-2021,Dividend - Rs 5 Per Sh,737.7,755.5,734.25,751.15,735.1,2.18,4252930,31781.3,12-11-2021 15:15
BAJAJFINSV,EQ,08-07-2021,Annual General Meeting/Dividend - Rs 3 Per Share,18135,18280,17925.05,18250,17871.35,2.12,177217,32092.42,12-11-2021 15:15
BHARTIARTL,EQ,27-09-2021,Rights 1:14 @ Premium Rs 530/-,733,745,725.25,744,728.6,2.11,8291313,61247.93,12-11-2021 15:15
SBILIFE,EQ,05-04-2021,Interim Dividend - Rs 2.5 Per Share,1154,1177,1147.6,1175,1153.2,1.89,1209406,14104.7,12-11-2021 15:15
TECHM,EQ,02-11-2021,Special Dividend - Rs 15 Per Share,1538.5,1589.45,1531.3,1588.35,1521.95,4.36,3270155,51270.47,12-11-2021 15:15
HINDALCO,EQ,12-08-2021,Annual General Meeting/Dividend - Rs 3 Per Share,460.5,470.5,458.95,468.25,453.95,3.15,15728912,73141.01,12-11-2021 15:15
HDFC,EQ,31-05-2021,Dividend - Rs 23 Per Sh,2925,2993.4,2905.45,2993.35,2908.85,2.9,2451880,72489.34,12-11-2021 15:15
HDFCLIFE,EQ,30-06-2021,Dividend - Rs 2.02 Per Sh,708.85,722,704.8,722,702.6,2.76,5030054,36085.61,12-11-2021 15:15
WIPRO,EQ,08-07-2021,Annual General Meeting,648,659.95,645.8,659.25,641.8,2.72,4940845,32235.56,12-11-2021 15:15
INFY,EQ,26-10-2021,Interim Dividend - Rs 15 Per Sh,1743,1782.85,1738.05,1779.85,1733.3,2.69,4487441,79191.22,12-11-2021 15:15
ADANIPORTS,EQ,24-06-2021,Dividend - Rs 5 Per Sh,737.7,755.5,734.25,751.15,735.1,2.18,4252930,31781.3,12-11-2021 15:15
BAJAJFINSV,EQ,08-07-2021,Annual General Meeting/Dividend - Rs 3 Per Share,18135,18280,17925.05,18250,17871.35,2.12,177217,32092.42,12-11-2021 15:15
BHARTIARTL,EQ,27-09-2021,Rights 1:14 @ Premium Rs 530/-,733,745,725.25,744,728.6,2.11,8291313,61247.93,12-11-2021 15:15
SBILIFE,EQ,05-04-2021,Interim Dividend - Rs 2.5 Per Share,1154,1177,1147.6,1175,1153.2,1.89,1209406,14104.7,12-11-2021 15:15
POWERGRID,EQ,08-09-2021,Annual General Meeting/Dividend - Rs 3 Per Share,182.2,187,182,186.75,182,2.61,13546409,25021.57,15-11-2021 13:55
UPL,EQ,14-07-2021,Dividend - Rs 10 Per Share,771,791.4,770.35,783.8,769.55,1.85,4252351,33368.62,15-11-2021 13:55
ONGC,EQ,08-09-2021,Dividend - Rs 1.85 Per Share,156.45,162.25,156,157.5,154.65,1.84,38454240,61119.17,15-11-2021 13:55
ITC,EQ,10-06-2021,Dividend - Rs 5.75 Per Share,233.95,238.25,233.1,237.15,232.9,1.82,29382967,69437.83,15-11-2021 13:55
CIPLA,EQ,09-08-2021,Annual General Meeting/Dividend - Rs 5 Per Share,915,934,910.1,931.75,915.95,1.72,1607574,14920.22,15-11-2021 13:55
ASIANPAINT,EQ,28-10-2021,Interim Dividend - Rs 3.65 Per Share,3126,3180,3126,3169,3122.9,1.48,525117,16626.36,15-11-2021 13:55
NESTLEIND,EQ,26-10-2021,Interim Dividend - Rs 110 Per Share,19200,19399,19069.85,19389.95,19142.45,1.29,27596,5316.37,15-11-2021 13:55
TCS,EQ,14-10-2021,Interim Dividend - Rs 7 Per Share,3528,3564.95,3528,3562.65,3526.05,1.04,1223193,43442.07,15-11-2021 13:55
INFY,EQ,26-10-2021,Interim Dividend - Rs 15 Per Sh,1782.1,1800,1775.5,1797,1780.2,0.94,2991131,53670.16,15-11-2021 13:55
KOTAKBANK,EQ,11-08-2021,Dividend - Rs 0.90 Per Share,2080.1,2108,2080,2090.9,2074.7,0.78,1303107,27254.35,15-11-2021 13:55
POWERGRID,EQ,08-09-2021,Annual General Meeting/Dividend - Rs 3 Per Share,182.2,187,182,186.7,182,2.58,13643505,25203.65,15-11-2021 14:05
ONGC,EQ,08-09-2021,Dividend - Rs 1.85 Per Share,156.45,162.25,156,158.2,154.65,2.3,39287730,62436.06,15-11-2021 14:05
ITC,EQ,10-06-2021,Dividend - Rs 5.75 Per Share,233.95,238.3,233.1,238.05,232.9,2.21,31322052,74051.6,15-11-2021 14:05
CIPLA,EQ,09-08-2021,Annual General Meeting/Dividend - Rs 5 Per Share,915,934,910.1,933.1,915.95,1.87,1649070,15307.16,15-11-2021 14:05
UPL,EQ,14-07-2021,Dividend - Rs 10 Per Share,771,791.4,770.35,783.95,769.55,1.87,4284652,33622.09,15-11-2021 14:05
ASIANPAINT,EQ,28-10-2021,Interim Dividend - Rs 3.65 Per Share,3126,3180,3126,3174,3122.9,1.64,538805,17060.67,15-11-2021 14:05
NESTLEIND,EQ,26-10-2021,Interim Dividend - Rs 110 Per Share,19200,19399,19069.85,19385,19142.45,1.27,28728,5535.72,15-11-2021 14:05
INFY,EQ,26-10-2021,Interim Dividend - Rs 15 Per Sh,1782.1,1800,1775.5,1799.8,1780.2,1.1,3059130,54893.64,15-11-2021 14:05
BRITANNIA,EQ,30-08-2021,Annual General Meeting,3700,3730,3674,3728,3687.95,1.09,216714,8037.81,15-11-2021 14:05
TCS,EQ,14-10-2021,Interim Dividend - Rs 7 Per Share,3528,3564.95,3528,3562.05,3526.05,1.02,1247968,44324.7,15-11-2021 14:05
POWERGRID,EQ,08-09-2021,Annual General Meeting/Dividend - Rs 3 Per Share,182.2,187,182,186.7,182,2.58,13643505,25203.65,15-11-2021 14:05
ONGC,EQ,08-09-2021,Dividend - Rs 1.85 Per Share,156.45,162.25,156,158.2,154.65,2.3,39287730,62436.06,15-11-2021 14:05
ITC,EQ,10-06-2021,Dividend - Rs 5.75 Per Share,233.95,238.3,233.1,238.05,232.9,2.21,31322052,74051.6,15-11-2021 14:05
CIPLA,EQ,09-08-2021,Annual General Meeting/Dividend - Rs 5 Per Share,915,934,910.1,933.1,915.95,1.87,1649070,15307.16,15-11-2021 14:05
UPL,EQ,14-07-2021,Dividend - Rs 10 Per Share,771,791.4,770.35,783.95,769.55,1.87,4284652,33622.09,15-11-2021 14:05
ASIANPAINT,EQ,28-10-2021,Interim Dividend - Rs 3.65 Per Share,3126,3180,3126,3174,3122.9,1.64,538805,17060.67,15-11-2021 14:05
NESTLEIND,EQ,26-10-2021,Interim Dividend - Rs 110 Per Share,19200,19399,19069.85,19385,19142.45,1.27,28728,5535.72,15-11-2021 14:05
INFY,EQ,26-10-2021,Interim Dividend - Rs 15 Per Sh,1782.1,1800,1775.5,1799.8,1780.2,1.1,3059130,54893.64,15-11-2021 14:05
BRITANNIA,EQ,30-08-2021,Annual General Meeting,3700,3730,3674,3728,3687.95,1.09,216714,8037.81,15-11-2021 14:05
TCS,EQ,14-10-2021,Interim Dividend - Rs 7 Per Share,3528,3564.95,3528,3562.05,3526.05,1.02,1247968,44324.7,15-11-2021 14:05
POWERGRID,EQ,08-09-2021,Annual General Meeting/Dividend - Rs 3 Per Share,182.2,187,182,186.65,182,2.55,13664157,25241.8,15-11-2021 14:10
ITC,EQ,10-06-2021,Dividend - Rs 5.75 Per Share,233.95,238.7,233.1,238.4,232.9,2.36,31870737,75361.54,15-11-2021 14:10
ONGC,EQ,08-09-2021,Dividend - Rs 1.85 Per Share,156.45,162.25,156,158,154.65,2.17,39543726,62842.89,15-11-2021 14:10
CIPLA,EQ,09-08-2021,Annual General Meeting/Dividend - Rs 5 Per Share,915,934.85,910.1,934.7,915.95,2.05,1705275,15831.94,15-11-2021 14:10
UPL,EQ,14-07-2021,Dividend - Rs 10 Per Share,771,791.4,770.35,784.85,769.55,1.99,4325950,33945.73,15-11-2021 14:10
ASIANPAINT,EQ,28-10-2021,Interim Dividend - Rs 3.65 Per Share,3126,3180,3126,3174.9,3122.9,1.67,547995,17352.59,15-11-2021 14:10
NESTLEIND,EQ,26-10-2021,Interim Dividend - Rs 110 Per Share,19200,19399,19069.85,19384.05,19142.45,1.26,29015,5591.34,15-11-2021 14:10
TCS,EQ,14-10-2021,Interim Dividend - Rs 7 Per Share,3528,3566,3528,3564.8,3526.05,1.1,1344673,47771.93,15-11-2021 14:10
INFY,EQ,26-10-2021,Interim Dividend - Rs 15 Per Sh,1782.1,1800,1775.5,1799,1780.2,1.06,3085246,55363.51,15-11-2021 14:10
BRITANNIA,EQ,30-08-2021,Annual General Meeting,3700,3730,3674,3726.3,3687.95,1.04,219402,8138.02,15-11-2021 14:10
POWERGRID,EQ,08-09-2021,Annual General Meeting/Dividend - Rs 3 Per Share,182.2,187,182,186.65,182,2.55,13718930,25344.35,15-11-2021 14:15
ITC,EQ,10-06-2021,Dividend - Rs 5.75 Per Share,233.95,238.7,233.1,238.4,232.9,2.36,32265366,76301.14,15-11-2021 14:15
CIPLA,EQ,09-08-2021,Annual General Meeting/Dividend - Rs 5 Per Share,915,938,910.1,936.55,915.95,2.25,1890960,17570.61,15-11-2021 14:15
ONGC,EQ,08-09-2021,Dividend - Rs 1.85 Per Share,156.45,162.25,156,157.8,154.65,2.04,39781169,63216.26,15-11-2021 14:15
UPL,EQ,14-07-2021,Dividend - Rs 10 Per Share,771,791.4,770.35,784.5,769.55,1.94,4394631,34484.67,15-11-2021 14:15
ASIANPAINT,EQ,28-10-2021,Interim Dividend - Rs 3.65 Per Share,3126,3180,3126,3174.7,3122.9,1.66,552440,17493.73,15-11-2021 14:15
NESTLEIND,EQ,26-10-2021,Interim Dividend - Rs 110 Per Share,19200,19399,19069.85,19384,19142.45,1.26,29164,5620.22,15-11-2021 14:15
TCS,EQ,14-10-2021,Interim Dividend - Rs 7 Per Share,3528,3568.05,3528,3567.9,3526.05,1.19,1369555,48659.19,15-11-2021 14:15
INFY,EQ,26-10-2021,Interim Dividend - Rs 15 Per Sh,1782.1,1800,1775.5,1799.9,1780.2,1.11,3213461,57671.02,15-11-2021 14:15
BRITANNIA,EQ,30-08-2021,Annual General Meeting,3700,3730,3674,3727.2,3687.95,1.06,222692,8260.65,15-11-2021 14:15
POWERGRID,EQ,08-09-2021,Annual General Meeting/Dividend - Rs 3 Per Share,182.2,187,182,186.7,182,2.58,13761111,25422.28,15-11-2021 14:20
ITC,EQ,10-06-2021,Dividend - Rs 5.75 Per Share,233.95,238.7,233.1,238.25,232.9,2.3,32438147,76712.97,15-11-2021 14:20
CIPLA,EQ,09-08-2021,Annual General Meeting/Dividend - Rs 5 Per Share,915,938,910.1,935.8,915.95,2.17,1919386,17836.66,15-11-2021 14:20
ONGC,EQ,08-09-2021,Dividend - Rs 1.85 Per Share,156.45,162.25,156,157.6,154.65,1.91,40060686,63656.43,15-11-2021 14:20
UPL,EQ,14-07-2021,Dividend - Rs 10 Per Share,771,791.4,770.35,784.25,769.55,1.91,4413177,34630.2,15-11-2021 14:20
ASIANPAINT,EQ,28-10-2021,Interim Dividend - Rs 3.65 Per Share,3126,3180,3126,3173.5,3122.9,1.62,554923,17572.52,15-11-2021 14:20
NESTLEIND,EQ,26-10-2021,Interim Dividend - Rs 110 Per Share,19200,19399,19069.85,19379.05,19142.45,1.24,29408,5667.5,15-11-2021 14:20
TCS,EQ,14-10-2021,Interim Dividend - Rs 7 Per Share,3528,3569.6,3528,3567.05,3526.05,1.16,1391371,49437.64,15-11-2021 14:20
INFY,EQ,26-10-2021,Interim Dividend - Rs 15 Per Sh,1782.1,1800,1775.5,1799.4,1780.2,1.08,3223112,57844.87,15-11-2021 14:20
BRITANNIA,EQ,30-08-2021,Annual General Meeting,3700,3730,3674,3721.4,3687.95,0.91,224807,8339.42,15-11-2021 14:20
POWERGRID,EQ,08-09-2021,Annual General Meeting/Dividend - Rs 3 Per Share,182.2,187,182,186.7,182,2.58,13793331,25483.18,15-11-2021 14:25
ITC,EQ,10-06-2021,Dividend - Rs 5.75 Per Share,233.95,238.7,233.1,238.25,232.9,2.3,32708733,77359.42,15-11-2021 14:25
CIPLA,EQ,09-08-2021,Annual General Meeting/Dividend - Rs 5 Per Share,915,938,910.1,936.3,915.95,2.22,1943836,18065.43,15-11-2021 14:25
ONGC,EQ,08-09-2021,Dividend - Rs 1.85 Per Share,156.45,162.25,156,157.6,154.65,1.91,40256083,63966.92,15-11-2021 14:25
UPL,EQ,14-07-2021,Dividend - Rs 10 Per Share,771,791.4,770.35,783.65,769.55,1.83,4432498,34781.81,15-11-2021 14:25
ASIANPAINT,EQ,28-10-2021,Interim Dividend - Rs 3.65 Per Share,3126,3180,3126,3177.7,3122.9,1.75,569435,18033.32,15-11-2021 14:25
NESTLEIND,EQ,26-10-2021,Interim Dividend - Rs 110 Per Share,19200,19399,19069.85,19375,19142.45,1.21,29657,5715.75,15-11-2021 14:25
TCS,EQ,14-10-2021,Interim Dividend - Rs 7 Per Share,3528,3569.6,3528,3567.4,3526.05,1.17,1408234,50039.06,15-11-2021 14:25
BRITANNIA,EQ,30-08-2021,Annual General Meeting,3700,3730,3674,3727,3687.95,1.06,228282,8468.85,15-11-2021 14:25
INFY,EQ,26-10-2021,Interim Dividend - Rs 15 Per Sh,1782.1,1800,1775.5,1798.8,1780.2,1.04,3309960,59406.83,15-11-2021 14:25
POWERGRID,EQ,08-09-2021,Annual General Meeting/Dividend - Rs 3 Per Share,182.2,187,182,186.7,182,2.58,13863317,25613.86,15-11-2021 14:30
CIPLA,EQ,09-08-2021,Annual General Meeting/Dividend - Rs 5 Per Share,915,938,910.1,936.75,915.95,2.27,1957883,18197.15,15-11-2021 14:30
ITC,EQ,10-06-2021,Dividend - Rs 5.75 Per Share,233.95,238.7,233.1,237.65,232.9,2.04,33036267,78137.38,15-11-2021 14:30
ONGC,EQ,08-09-2021,Dividend - Rs 1.85 Per Share,156.45,162.25,156,157.75,154.65,2,40416579,64217.9,15-11-2021 14:30
UPL,EQ,14-07-2021,Dividend - Rs 10 Per Share,771,791.4,770.35,784,769.55,1.88,4455115,34959.29,15-11-2021 14:30
ASIANPAINT,EQ,28-10-2021,Interim Dividend - Rs 3.65 Per Share,3126,3180,3126,3178.9,3122.9,1.79,575414,18223.36,15-11-2021 14:30
NESTLEIND,EQ,26-10-2021,Interim Dividend - Rs 110 Per Share,19200,19399,19069.85,19394.45,19142.45,1.32,30336,5847.36,15-11-2021 14:30
BRITANNIA,EQ,30-08-2021,Annual General Meeting,3700,3734.6,3674,3734.6,3687.95,1.26,233331,8657.21,15-11-2021 14:30
TCS,EQ,14-10-2021,Interim Dividend - Rs 7 Per Share,3528,3569.6,3528,3567.05,3526.05,1.16,1422259,50539.4,15-11-2021 14:30
INFY,EQ,26-10-2021,Interim Dividend - Rs 15 Per Sh,1782.1,1800,1775.5,1798.65,1780.2,1.04,3324321,59665.25,15-11-2021 14:30
POWERGRID,EQ,08-09-2021,Annual General Meeting/Dividend - Rs 3 Per Share,182.2,187.25,182,187,182,2.75,14264951,26364.48,15-11-2021 14:35
ITC,EQ,10-06-2021,Dividend - Rs 5.75 Per Share,233.95,238.7,233.1,238.15,232.9,2.25,33307261,78781.66,15-11-2021 14:35
CIPLA,EQ,09-08-2021,Annual General Meeting/Dividend - Rs 5 Per Share,915,938,910.1,936.05,915.95,2.19,1989454,18492.77,15-11-2021 14:35
ONGC,EQ,08-09-2021,Dividend - Rs 1.85 Per Share,156.45,162.25,156,157.8,154.65,2.04,40605118,64517.47,15-11-2021 14:35
UPL,EQ,14-07-2021,Dividend - Rs 10 Per Share,771,791.4,770.35,784.7,769.55,1.97,4472681,35097.13,15-11-2021 14:35
ASIANPAINT,EQ,28-10-2021,Interim Dividend - Rs 3.65 Per Share,3126,3180,3126,3178,3122.9,1.76,585842,18554.79,15-11-2021 14:35
NESTLEIND,EQ,26-10-2021,Interim Dividend - Rs 110 Per Share,19200,19477.95,19069.85,19477.95,19142.45,1.75,31989,6168.35,15-11-2021 14:35
BRITANNIA,EQ,30-08-2021,Annual General Meeting,3700,3747.6,3674,3743.9,3687.95,1.52,245223,9101.99,15-11-2021 14:35
TCS,EQ,14-10-2021,Interim Dividend - Rs 7 Per Share,3528,3569.6,3528,3567.15,3526.05,1.17,1452896,51632.44,15-11-2021 14:35
DIVISLAB,EQ,17-08-2021,Dividend - Rs 20 Per Share,4868,4897.7,4852.8,4894.6,4843.8,1.05,213100,10387.75,15-11-2021 14:35
POWERGRID,EQ,08-09-2021,Annual General Meeting/Dividend - Rs 3 Per Share,182.2,187.25,182,187.25,182,2.88,14387737,26594.29,15-11-2021 14:40
CIPLA,EQ,09-08-2021,Annual General Meeting/Dividend - Rs 5 Per Share,915,938,910.1,937.9,915.95,2.4,2040057,18967.23,15-11-2021 14:40
ITC,EQ,10-06-2021,Dividend - Rs 5.75 Per Share,233.95,238.7,233.1,238.4,232.9,2.36,33548193,79358.25,15-11-2021 14:40
ONGC,EQ,08-09-2021,Dividend - Rs 1.85 Per Share,156.45,162.25,156,157.85,154.65,2.07,40789414,64806.22,15-11-2021 14:40
UPL,EQ,14-07-2021,Dividend - Rs 10 Per Share,771,791.4,770.35,784.85,769.55,1.99,4502289,35329.46,15-11-2021 14:40
NESTLEIND,EQ,26-10-2021,Interim Dividend - Rs 110 Per Share,19200,19499,19069.85,19489.65,19142.45,1.81,33414,6446.02,15-11-2021 14:40
ASIANPAINT,EQ,28-10-2021,Interim Dividend - Rs 3.65 Per Share,3126,3180,3126,3178.25,3122.9,1.77,589004,18655.29,15-11-2021 14:40
BRITANNIA,EQ,30-08-2021,Annual General Meeting,3700,3747.6,3674,3740.25,3687.95,1.42,251469,9335.61,15-11-2021 14:40
DIVISLAB,EQ,17-08-2021,Dividend - Rs 20 Per Share,4868,4913.7,4852.8,4907,4843.8,1.3,222973,10871.83,15-11-2021 14:40
TCS,EQ,14-10-2021,Interim Dividend - Rs 7 Per Share,3528,3569.6,3528,3566.8,3526.05,1.16,1469656,52230.4,15-11-2021 14:40
POWERGRID,EQ,08-09-2021,Annual General Meeting/Dividend - Rs 3 Per Share,182.2,187.8,182,187.65,182,3.1,14580646,26955.24,15-11-2021 14:45
ITC,EQ,10-06-2021,Dividend - Rs 5.75 Per Share,233.95,238.95,233.1,238.65,232.9,2.47,33950196,80315.98,15-11-2021 14:45
CIPLA,EQ,09-08-2021,Annual General Meeting/Dividend - Rs 5 Per Share,915,938.8,910.1,938,915.95,2.41,2080833,19349.67,15-11-2021 14:45
ONGC,EQ,08-09-2021,Dividend - Rs 1.85 Per Share,156.45,162.25,156,157.75,154.65,2,40998248,65138.02,15-11-2021 14:45
UPL,EQ,14-07-2021,Dividend - Rs 10 Per Share,771,791.4,770.35,784.9,769.55,1.99,4515386,35432.23,15-11-2021 14:45
NESTLEIND,EQ,26-10-2021,Interim Dividend - Rs 110 Per Share,19200,19499,19069.85,19484.15,19142.45,1.79,34607,6678.4,15-11-2021 14:45
ASIANPAINT,EQ,28-10-2021,Interim Dividend - Rs 3.65 Per Share,3126,3180,3126,3175.05,3122.9,1.67,591434,18732.49,15-11-2021 14:45
DIVISLAB,EQ,17-08-2021,Dividend - Rs 20 Per Share,4868,4922,4852.8,4920,4843.8,1.57,231797,11305.64,15-11-2021 14:45
BRITANNIA,EQ,30-08-2021,Annual General Meeting,3700,3747.6,3674,3741.95,3687.95,1.46,260664,9679.78,15-11-2021 14:45
TCS,EQ,14-10-2021,Interim Dividend - Rs 7 Per Share,3528,3569.6,3528,3567.7,3526.05,1.18,1481626,52657.43,15-11-2021 14:45
POWERGRID,EQ,08-09-2021,Annual General Meeting/Dividend - Rs 3 Per Share,182.2,188.15,182,187.9,182,3.24,15004670,27752.64,15-11-2021 14:50
ITC,EQ,10-06-2021,Dividend - Rs 5.75 Per Share,233.95,239,233.1,238.35,232.9,2.34,34381651,81346.99,15-11-2021 14:50
CIPLA,EQ,09-08-2021,Annual General Meeting/Dividend - Rs 5 Per Share,915,938.8,910.1,937.3,915.95,2.33,2116857,19687.41,15-11-2021 14:50
ONGC,EQ,08-09-2021,Dividend - Rs 1.85 Per Share,156.45,162.25,156,157.85,154.65,2.07,41540286,65990.9,15-11-2021 14:50
UPL,EQ,14-07-2021,Dividend - Rs 10 Per Share,771,791.4,770.35,784.7,769.55,1.97,4547443,35683.79,15-11-2021 14:50
NESTLEIND,EQ,26-10-2021,Interim Dividend - Rs 110 Per Share,19200,19499,19069.85,19446,19142.45,1.59,36418,7030.9,15-11-2021 14:50
ASIANPAINT,EQ,28-10-2021,Interim Dividend - Rs 3.65 Per Share,3126,3180,3126,3170.1,3122.9,1.51,601039,19037.13,15-11-2021 14:50
BRITANNIA,EQ,30-08-2021,Annual General Meeting,3700,3747.6,3674,3740,3687.95,1.41,269150,9996.98,15-11-2021 14:50
DIVISLAB,EQ,17-08-2021,Dividend - Rs 20 Per Share,4868,4927,4852.8,4901.2,4843.8,1.19,242735,11843.23,15-11-2021 14:50
TCS,EQ,14-10-2021,Interim Dividend - Rs 7 Per Share,3528,3569.6,3528,3560.9,3526.05,0.99,1537904,54662.8,15-11-2021 14:50
POWERGRID,EQ,08-09-2021,Annual General Meeting/Dividend - Rs 3 Per Share,182.2,188.3,182,187.9,182,3.24,15368116,28435.63,15-11-2021 14:55
ITC,EQ,10-06-2021,Dividend - Rs 5.75 Per Share,233.95,239,233.1,238.35,232.9,2.34,34732525,82180.63,15-11-2021 14:55
CIPLA,EQ,09-08-2021,Annual General Meeting/Dividend - Rs 5 Per Share,915,938.8,910.1,937,915.95,2.3,2146056,19961.11,15-11-2021 14:55
ONGC,EQ,08-09-2021,Dividend - Rs 1.85 Per Share,156.45,162.25,156,157.65,154.65,1.94,41729777,66291.92,15-11-2021 14:55
UPL,EQ,14-07-2021,Dividend - Rs 10 Per Share,771,791.4,770.35,783.05,769.55,1.75,4573700,35889.37,15-11-2021 14:55
NESTLEIND,EQ,26-10-2021,Interim Dividend - Rs 110 Per Share,19200,19499,19069.85,19455.05,19142.45,1.63,37727,7285.56,15-11-2021 14:55
ASIANPAINT,EQ,28-10-2021,Interim Dividend - Rs 3.65 Per Share,3126,3180,3126,3171.5,3122.9,1.56,615560,19497.92,15-11-2021 14:55
BRITANNIA,EQ,30-08-2021,Annual General Meeting,3700,3747.6,3674,3742.75,3687.95,1.49,274320,10190.47,15-11-2021 14:55
DIVISLAB,EQ,17-08-2021,Dividend - Rs 20 Per Share,4868,4927,4852.8,4895.75,4843.8,1.07,245847,11995.78,15-11-2021 14:55
TCS,EQ,14-10-2021,Interim Dividend - Rs 7 Per Share,3528,3569.6,3528,3559.9,3526.05,0.96,1561307,55495.72,15-11-2021 14:55
POWERGRID,EQ,08-09-2021,Annual General Meeting/Dividend - Rs 3 Per Share,182.2,188.3,182,187.9,182,3.24,15368116,28435.63,15-11-2021 14:55
ITC,EQ,10-06-2021,Dividend - Rs 5.75 Per Share,233.95,239,233.1,238.35,232.9,2.34,34732525,82180.63,15-11-2021 14:55
