symbol,series,last_corp_announcement_date,last_corp_announcement,open_price,high_price,low_price,last_traded_price,prev_close_price,percent_change,traded_quantity,turnover_in_lakhs,timestamp
CIPLA,EQ,09-08-2021,Annual General Meeting/Dividend - Rs 5 Per Share,915,938.8,910.1,937,915.95,2.3,2146056,19961.11,15-11-2021 14:55
ONGC,EQ,08-09-2021,Dividend - Rs 1.85 Per Share,156.45,162.25,156,157.65,154.65,1.94,41729777,66291.92,15-11-2021 14:55
UPL,EQ,14-07-2021,Dividend - Rs 10 Per Share,771,791.4,770.35,783.05,769.55,1.75,4573700,35889.37,15-11-2021 14:55
NESTLEIND,EQ,26-10-2021,Interim Dividend - Rs 110 Per Share,19200,19499,19069.85,19455.05,19142.45,1.63,37727,7285.56,15-11-2021 14:55
ASIANPAINT,EQ,28-10-2021,Interim Dividend - Rs 3.65 Per Share,3126,3180,3126,3171.5,3122.9,1.56,615560,19497.92,15-11-2021 14:55
BRITANNIA,EQ,30-08-2021,Annual General Meeting,3700,3747.6,3674,3742.75,3687.95,1.49,274320,10190.47,15-11-2021 14:55
DIVISLAB,EQ,17-08-2021,Dividend - Rs 20 Per Share,4868,4927,4852.8,4895.75,4843.8,1.07,245847,11995.78,15-11-2021 14:55
TCS,EQ,14-10-2021,Interim Dividend - Rs 7 Per Share,3528,3569.6,3528,3559.9,3526.05,0.96,1561307,55495.72,15-11-2021 14:55
POWERGRID,EQ,08-09-2021,Annual General Meeting/Dividend - Rs 3 Per Share,182.2,188.4,182,188.25,182,3.43,15564145,28804.56,15-11-2021 15:00
ITC,EQ,10-06-2021,Dividend - Rs 5.75 Per Share,233.95,239,233.1,238.25,232.9,2.3,34859060,82483.51,15-11-2021 15:00
CIPLA,EQ,09-08-2021,Annual General Meeting/Dividend - Rs 5 Per Share,915,938.8,910.1,936.95,915.95,2.29,2164871,20137.2,15-11-2021 15:00
ONGC,EQ,08-09-2021,Dividend - Rs 1.85 Per Share,156.45,162.25,156,157.55,154.65,1.88,41907725,66570.42,15-11-2021 15:00
NESTLEIND,EQ,26-10-2021,Interim Dividend - Rs 110 Per Share,19200,19499,19069.85,19495,19142.45,1.84,39494,7629.73,15-11-2021 15:00
UPL,EQ,14-07-2021,Dividend - Rs 10 Per Share,771,791.4,770.35,783.7,769.55,1.84,4606068,36142.89,15-11-2021 15:00
ASIANPAINT,EQ,28-10-2021,Interim Dividend - Rs 3.65 Per Share,3126,3180,3126,3170.9,3122.9,1.54,619286,19616.07,15-11-2021 15:00
BRITANNIA,EQ,30-08-2021,Annual General Meeting,3700,3747.6,3674,3742.95,3687.95,1.49,277263,10300.6,15-11-2021 15:00
TCS,EQ,14-10-2021,Interim Dividend - Rs 7 Per Share,3528,3569.6,3528,3563.7,3526.05,1.07,1576121,56023.38,15-11-2021 15:00
DIVISLAB,EQ,17-08-2021,Dividend - Rs 20 Per Share,4868,4927,4852.8,4893.95,4843.8,1.04,250957,12245.82,15-11-2021 15:00
POWERGRID,EQ,08-09-2021,Annual General Meeting/Dividend - Rs 3 Per Share,182.2,188.5,182,188.4,182,3.52,15989590,29604.73,15-11-2021 15:05
CIPLA,EQ,09-08-2021,Annual General Meeting/Dividend - Rs 5 Per Share,915,938.8,910.1,936.6,915.95,2.25,2204991,20512.81,15-11-2021 15:05
ITC,EQ,10-06-2021,Dividend - Rs 5.75 Per Share,233.95,239,233.1,238.05,232.9,2.21,35248398,83411.81,15-11-2021 15:05
ONGC,EQ,08-09-2021,Dividend - Rs 1.85 Per Share,156.45,162.25,156,157.7,154.65,1.97,42166101,66976.63,15-11-2021 15:05
UPL,EQ,14-07-2021,Dividend - Rs 10 Per Share,771,791.4,770.35,784,769.55,1.88,4640642,36414.19,15-11-2021 15:05
NESTLEIND,EQ,26-10-2021,Interim Dividend - Rs 110 Per Share,19200,19499,19069.85,19482,19142.45,1.77,41360,7993.35,15-11-2021 15:05
ASIANPAINT,EQ,28-10-2021,Interim Dividend - Rs 3.65 Per Share,3126,3180,3126,3169.4,3122.9,1.49,628764,19916.6,15-11-2021 15:05
BRITANNIA,EQ,30-08-2021,Annual General Meeting,3700,3747.6,3674,3741.5,3687.95,1.45,282086,10481.05,15-11-2021 15:05
DIVISLAB,EQ,17-08-2021,Dividend - Rs 20 Per Share,4868,4927,4852.8,4892.9,4843.8,1.01,255955,12490.27,15-11-2021 15:05
HINDUNILVR,EQ,26-10-2021,Interim Dividend - Rs 15 Per Share,2404.1,2430,2404.1,2429.05,2404.95,1,862064,20866.35,15-11-2021 15:05
POWERGRID,EQ,08-09-2021,Annual General Meeting/Dividend - Rs 3 Per Share,182.2,188.65,182,188.5,182,3.57,16438511,30450.7,15-11-2021 15:10
CIPLA,EQ,09-08-2021,Annual General Meeting/Dividend - Rs 5 Per Share,915,938.8,910.1,938.1,915.95,2.42,2254010,20972.44,15-11-2021 15:10
ITC,EQ,10-06-2021,Dividend - Rs 5.75 Per Share,233.95,239,233.1,238.25,232.9,2.3,35615635,84284.4,15-11-2021 15:10
ONGC,EQ,08-09-2021,Dividend - Rs 1.85 Per Share,156.45,162.25,156,157.75,154.65,2,42373119,67305.46,15-11-2021 15:10
UPL,EQ,14-07-2021,Dividend - Rs 10 Per Share,771,791.4,770.35,784.6,769.55,1.96,4672363,36663.1,15-11-2021 15:10
NESTLEIND,EQ,26-10-2021,Interim Dividend - Rs 110 Per Share,19200,19499,19069.85,19485,19142.45,1.79,42644,8243.47,15-11-2021 15:10
BRITANNIA,EQ,30-08-2021,Annual General Meeting,3700,3747.6,3674,3744.45,3687.95,1.53,285444,10606.76,15-11-2021 15:10
ASIANPAINT,EQ,28-10-2021,Interim Dividend - Rs 3.65 Per Share,3126,3180,3126,3169.1,3122.9,1.48,634688,20104.38,15-11-2021 15:10
DIVISLAB,EQ,17-08-2021,Dividend - Rs 20 Per Share,4868,4927,4852.8,4908.25,4843.8,1.33,261731,12773.31,15-11-2021 15:10
TCS,EQ,14-10-2021,Interim Dividend - Rs 7 Per Share,3528,3569.6,3528,3559.1,3526.05,0.94,1645029,58475.19,15-11-2021 15:10
POWERGRID,EQ,08-09-2021,Annual General Meeting/Dividend - Rs 3 Per Share,182.2,188.65,182,188.4,182,3.52,17149881,31790.73,15-11-2021 15:15
CIPLA,EQ,09-08-2021,Annual General Meeting/Dividend - Rs 5 Per Share,915,938.8,910.1,938.15,915.95,2.42,2314466,21539.81,15-11-2021 15:15
ITC,EQ,10-06-2021,Dividend - Rs 5.75 Per Share,233.95,239,233.1,238,232.9,2.19,36337915,86004.58,15-11-2021 15:15
UPL,EQ,14-07-2021,Dividend - Rs 10 Per Share,771,791.4,770.35,784.6,769.55,1.96,4726832,37090.03,15-11-2021 15:15
ONGC,EQ,08-09-2021,Dividend - Rs 1.85 Per Share,156.45,162.25,156,157.5,154.65,1.84,42865148,68078.43,15-11-2021 15:15
NESTLEIND,EQ,26-10-2021,Interim Dividend - Rs 110 Per Share,19200,19499,19069.85,19480.1,19142.45,1.76,44529,8610.76,15-11-2021 15:15
ASIANPAINT,EQ,28-10-2021,Interim Dividend - Rs 3.65 Per Share,3126,3180,3126,3169.95,3122.9,1.51,646161,20467.93,15-11-2021 15:15
BRITANNIA,EQ,30-08-2021,Annual General Meeting,3700,3747.6,3674,3741.85,3687.95,1.46,291063,10817.07,15-11-2021 15:15
DIVISLAB,EQ,17-08-2021,Dividend - Rs 20 Per Share,4868,4927,4852.8,4907.15,4843.8,1.31,268213,13091.34,15-11-2021 15:15
KOTAKBANK,EQ,11-08-2021,Dividend - Rs 0.90 Per Share,2080.1,2108,2080,2095.95,2074.7,1.02,1489993,31165.29,15-11-2021 15:15
ONGC,EQ,08-09-2021,Dividend - Rs 1.85 Per Share,156.45,162.25,156,158.45,154.65,0.41,45750584,72633.63,16-11-2021 09:15
BHARTIARTL,EQ,27-09-2021,Rights 1:14 @ Premium Rs 530/-,740,746,736.2,738.85,743.5,0.18,5454742,40373.82,16-11-2021 09:15
HEROMOTOCO,EQ,22-07-2021,Annual General Meeting/Dividend - Rs 25 Per Share/ Special Dividend - Rs 10 Per Share,2735,2784.8,2686,2698,2683.05,0.18,2023708,55342.75,16-11-2021 09:15
SBIN,EQ,03-06-2021,Dividend - Rs 4 Per Share,512.4,515.9,505.5,507.4,511.35,0.17,13328183,67857.78,16-11-2021 09:15
BAJAJFINSV,EQ,08-07-2021,Annual General Meeting/Dividend - Rs 3 Per Share,18275,18345,18000,18155,18273.8,0.14,170461,30895.2,16-11-2021 09:15
JSWSTEEL,EQ,05-07-2021,Annual General Meeting/Dividend - Rs 6.50 Per Share,675,675.05,658.05,662.3,671.35,0.12,3143670,20880.26,16-11-2021 09:15
LT,EQ,28-07-2021,Annual General Meeting/Dividend - Rs 18 Per Share,1961.25,1974.5,1943,1948.8,1959.95,0.09,1127678,22046.1,16-11-2021 09:15
BRITANNIA,EQ,30-08-2021,Annual General Meeting,3700,3747.6,3674,3744,3687.95,0.04,320669,11925.1,16-11-2021 09:15
ITC,EQ,10-06-2021,Dividend - Rs 5.75 Per Share,233.95,239,233.1,238.15,232.9,0.02,38755267,91760.85,16-11-2021 09:15
HINDALCO,EQ,12-08-2021,Annual General Meeting/Dividend - Rs 3 Per Share,473.6,473.6,455.15,456,468.55,0.02,8882843,40957.9,16-11-2021 09:15
LT,EQ,28-07-2021,Annual General Meeting/Dividend - Rs 18 Per Share,1950,1966.7,1950,1964.85,1947.05,0.91,88701,1740.1,16-11-2021 09:20
COALINDIA,EQ,02-09-2021,Dividend - Rs 3.50 Per Share,161,161.3,160.45,160.85,159.75,0.69,605081,972.73,16-11-2021 09:20
ONGC,EQ,08-09-2021,Dividend - Rs 1.85 Per Share,159.4,159.7,158.5,158.85,157.8,0.67,886250,1409.31,16-11-2021 09:20
TATACONSUM,EQ,10-06-2021,Annual General Meeting/Dividend - Rs 4.05 Per Share,855.9,858,853.25,857.9,852.55,0.63,28462,243.58,16-11-2021 09:20
MARUTI,EQ,05-08-2021,Dividend - Rs 45 Per Share,7545,7570,7535.05,7544.7,7503.1,0.55,11279,852.25,16-11-2021 09:20
TCS,EQ,14-10-2021,Interim Dividend - Rs 7 Per Share,3569,3575.55,3565,3570.45,3553.3,0.48,80546,2875.93,16-11-2021 09:20
TECHM,EQ,02-11-2021,Special Dividend - Rs 15 Per Share,1585.1,1592.3,1576.15,1586.6,1579.15,0.47,85195,1350.02,16-11-2021 09:20
HEROMOTOCO,EQ,22-07-2021,Annual General Meeting/Dividend - Rs 25 Per Share/ Special Dividend - Rs 10 Per Share,2712.2,2723.6,2701.75,2705.6,2693.25,0.46,39472,1070.18,16-11-2021 09:20
TATAMOTORS,EQ,18-07-2016,Dividend - Re 0.20/- Per Share,506.9,508.9,506.2,507.7,505.45,0.45,579300,2941.11,16-11-2021 09:20
SBILIFE,EQ,05-04-2021,Interim Dividend - Rs 2.5 Per Share,1169.9,1174.15,1161.1,1164.65,1159.9,0.41,28038,327.1,16-11-2021 09:20
ADANIPORTS,EQ,24-06-2021,Dividend - Rs 5 Per Sh,752.7,761.7,750.25,760.7,749.8,1.45,451987,3417.38,16-11-2021 09:25
LT,EQ,28-07-2021,Annual General Meeting/Dividend - Rs 18 Per Share,1950,1979.95,1950,1972.9,1947.05,1.33,251988,4962.8,16-11-2021 09:25
TATAMOTORS,EQ,18-07-2016,Dividend - Re 0.20/- Per Share,506.9,512,506.2,511.95,505.45,1.29,2112295,10768.9,16-11-2021 09:25
COALINDIA,EQ,02-09-2021,Dividend - Rs 3.50 Per Share,161,161.65,160.45,161.2,159.75,0.91,1688887,2719.78,16-11-2021 09:25
MARUTI,EQ,05-08-2021,Dividend - Rs 45 Per Share,7545,7574.95,7535.05,7569,7503.1,0.88,27399,2070.86,16-11-2021 09:25
BAJAJFINSV,EQ,08-07-2021,Annual General Meeting/Dividend - Rs 3 Per Share,18230,18299,18118.75,18287.55,18130.5,0.87,12047,2193.11,16-11-2021 09:25
HEROMOTOCO,EQ,22-07-2021,Annual General Meeting/Dividend - Rs 25 Per Share/ Special Dividend - Rs 10 Per Share,2712.2,2723.6,2701,2713.65,2693.25,0.76,69400,1880.21,16-11-2021 09:25
SBILIFE,EQ,05-04-2021,Interim Dividend - Rs 2.5 Per Share,1169.9,1174.15,1161.1,1167.45,1159.9,0.65,48241,562.93,16-11-2021 09:25
M&M,EQ,15-07-2021,Annual General Meeting/Dividend - Rs 8.75 Per Share,928.4,934.4,927.4,933,928.4,0.5,133674,1244.75,16-11-2021 09:25
GRASIM,EQ,12-08-2021,Annual General Meeting/Dividend - Rs 5  Per Share/ Special Dividend - Rs 4 Per Share,1860,1868,1851.55,1865,1855.85,0.49,23495,436.69,16-11-2021 09:25
TATAMOTORS,EQ,18-07-2016,Dividend - Re 0.20/- Per Share,506.9,513.1,506.2,513.1,505.45,1.51,2843086,14510.26,16-11-2021 09:30
ADANIPORTS,EQ,24-06-2021,Dividend - Rs 5 Per Sh,752.7,761.7,750.25,759,749.8,1.23,725201,5491.44,16-11-2021 09:30
LT,EQ,28-07-2021,Annual General Meeting/Dividend - Rs 18 Per Share,1950,1979.95,1950,1966.7,1947.05,1.01,325243,6404.91,16-11-2021 09:30
COALINDIA,EQ,02-09-2021,Dividend - Rs 3.50 Per Share,161,161.65,160.45,161.35,159.75,1,1945066,3133.11,16-11-2021 09:30
MARUTI,EQ,05-08-2021,Dividend - Rs 45 Per Share,7545,7574.95,7535.05,7567,7503.1,0.85,31237,2361.36,16-11-2021 09:30
HEROMOTOCO,EQ,22-07-2021,Annual General Meeting/Dividend - Rs 25 Per Share/ Special Dividend - Rs 10 Per Share,2712.2,2723.6,2701,2716.25,2693.25,0.85,83276,2256.87,16-11-2021 09:30
BAJAJFINSV,EQ,08-07-2021,Annual General Meeting/Dividend - Rs 3 Per Share,18230,18299,18118.75,18258.95,18130.5,0.71,16290,2967.93,16-11-2021 09:30
M&M,EQ,15-07-2021,Annual General Meeting/Dividend - Rs 8.75 Per Share,928.4,934.9,927.4,934.75,928.4,0.68,170324,1586.98,16-11-2021 09:30
TATASTEEL,EQ,17-06-2021,Annual General Meeting/Dividend - Rs 25 Per Share,1245.45,1254.95,1228.65,1253.7,1245.45,0.66,2073287,25708.76,16-11-2021 09:30
JSWSTEEL,EQ,05-07-2021,Annual General Meeting/Dividend - Rs 6.50 Per Share,658,666,655.7,665.35,661.5,0.58,376539,2487.87,16-11-2021 09:30
TATAMOTORS,EQ,18-07-2016,Dividend - Re 0.20/- Per Share,506.9,514.8,506.2,513.7,505.45,1.63,4409888,22561.87,16-11-2021 09:35
MARUTI,EQ,05-08-2021,Dividend - Rs 45 Per Share,7545,7595.7,7535.05,7591.65,7503.1,1.18,45652,3452.92,16-11-2021 09:35
JSWSTEEL,EQ,05-07-2021,Annual General Meeting/Dividend - Rs 6.50 Per Share,658,669.75,655.7,668.5,661.5,1.06,584415,3876.25,16-11-2021 09:35
HEROMOTOCO,EQ,22-07-2021,Annual General Meeting/Dividend - Rs 25 Per Share/ Special Dividend - Rs 10 Per Share,2712.2,2723.6,2701,2721,2693.25,1.03,99941,2709.83,16-11-2021 09:35
ADANIPORTS,EQ,24-06-2021,Dividend - Rs 5 Per Sh,752.7,761.7,750.25,757.15,749.8,0.98,904177,6848.24,16-11-2021 09:35
M&M,EQ,15-07-2021,Annual General Meeting/Dividend - Rs 8.75 Per Share,928.4,938.8,927.4,937,928.4,0.93,272728,2546.19,16-11-2021 09:35
COALINDIA,EQ,02-09-2021,Dividend - Rs 3.50 Per Share,161,161.65,160.45,160.95,159.75,0.75,2223457,3581.32,16-11-2021 09:35
BAJAJFINSV,EQ,08-07-2021,Annual General Meeting/Dividend - Rs 3 Per Share,18230,18299,18118.75,18260,18130.5,0.71,19565,3565.74,16-11-2021 09:35
TECHM,EQ,02-11-2021,Special Dividend - Rs 15 Per Share,1585.1,1592.3,1576.15,1590.3,1579.15,0.71,294759,4671.78,16-11-2021 09:35
SBILIFE,EQ,05-04-2021,Interim Dividend - Rs 2.5 Per Share,1169.9,1174.15,1161.1,1166.8,1159.9,0.59,75683,882.77,16-11-2021 09:35
JSWSTEEL,EQ,05-07-2021,Annual General Meeting/Dividend - Rs 6.50 Per Share,658,674,655.7,671.45,661.5,1.5,774223,5150.67,16-11-2021 09:40
TATAMOTORS,EQ,18-07-2016,Dividend - Re 0.20/- Per Share,506.9,514.8,506.2,513,505.45,1.49,5006448,25623.5,16-11-2021 09:40
MARUTI,EQ,05-08-2021,Dividend - Rs 45 Per Share,7545,7611.4,7535.05,7594.15,7503.1,1.21,60687,4595.35,16-11-2021 09:40
COALINDIA,EQ,02-09-2021,Dividend - Rs 3.50 Per Share,161,161.65,160.45,161.15,159.75,0.88,2380406,3834.36,16-11-2021 09:40
HEROMOTOCO,EQ,22-07-2021,Annual General Meeting/Dividend - Rs 25 Per Share/ Special Dividend - Rs 10 Per Share,2712.2,2724,2701,2715.9,2693.25,0.84,110885,3007.54,16-11-2021 09:40
ADANIPORTS,EQ,24-06-2021,Dividend - Rs 5 Per Sh,752.7,761.7,750.25,755.8,749.8,0.8,967971,7331.03,16-11-2021 09:40
M&M,EQ,15-07-2021,Annual General Meeting/Dividend - Rs 8.75 Per Share,928.4,938.8,927.4,935,928.4,0.71,325711,3042.4,16-11-2021 09:40
TATASTEEL,EQ,17-06-2021,Annual General Meeting/Dividend - Rs 25 Per Share,1245.45,1261.05,1228.65,1254,1245.45,0.69,2937061,36550.26,16-11-2021 09:40
BAJAJFINSV,EQ,08-07-2021,Annual General Meeting/Dividend - Rs 3 Per Share,18230,18299,18118.75,18254.45,18130.5,0.68,21890,3990.57,16-11-2021 09:40
ONGC,EQ,08-09-2021,Dividend - Rs 1.85 Per Share,159.4,159.7,157.75,158.85,157.8,0.67,2964744,4700.01,16-11-2021 09:40
MARUTI,EQ,05-08-2021,Dividend - Rs 45 Per Share,7545,7633.85,7535.05,7620,7503.1,1.56,83346,6320.38,16-11-2021 09:45
TATAMOTORS,EQ,18-07-2016,Dividend - Re 0.20/- Per Share,506.9,514.8,506.2,511.55,505.45,1.21,5949057,30446.68,16-11-2021 09:45
JSWSTEEL,EQ,05-07-2021,Annual General Meeting/Dividend - Rs 6.50 Per Share,658,674,655.7,668.35,661.5,1.04,891643,5936.83,16-11-2021 09:45
ADANIPORTS,EQ,24-06-2021,Dividend - Rs 5 Per Sh,752.7,761.7,750.25,756.15,749.8,0.85,1091071,8260.93,16-11-2021 09:45
HEROMOTOCO,EQ,22-07-2021,Annual General Meeting/Dividend - Rs 25 Per Share/ Special Dividend - Rs 10 Per Share,2712.2,2724,2701,2715.5,2693.25,0.83,125025,3391.23,16-11-2021 09:45
M&M,EQ,15-07-2021,Annual General Meeting/Dividend - Rs 8.75 Per Share,928.4,938.8,927.4,934.75,928.4,0.68,381718,3565.36,16-11-2021 09:45
BAJAJFINSV,EQ,08-07-2021,Annual General Meeting/Dividend - Rs 3 Per Share,18230,18299,18118.75,18219.95,18130.5,0.49,28159,5131.14,16-11-2021 09:45
COALINDIA,EQ,02-09-2021,Dividend - Rs 3.50 Per Share,161,161.65,160.15,160.35,159.75,0.38,2757497,4439.57,16-11-2021 09:45
BAJFINANCE,EQ,08-07-2021,Annual General Meeting/Dividend - Rs 10 Per Share,7525,7578.3,7500.75,7560,7534.25,0.34,72129,5441.58,16-11-2021 09:45
TATASTEEL,EQ,17-06-2021,Annual General Meeting/Dividend - Rs 25 Per Share,1245.45,1261.05,1228.65,1249.35,1245.45,0.31,3257294,40554.61,16-11-2021 09:45
MARUTI,EQ,05-08-2021,Dividend - Rs 45 Per Share,7545,7633.85,7535.05,7624,7503.1,1.61,93426,7088.5,16-11-2021 09:50
TATAMOTORS,EQ,18-07-2016,Dividend - Re 0.20/- Per Share,506.9,514.8,506.2,511.15,505.45,1.13,6171154,31581.5,16-11-2021 09:50
JSWSTEEL,EQ,05-07-2021,Annual General Meeting/Dividend - Rs 6.50 Per Share,658,674,655.7,667.9,661.5,0.97,937143,6240.9,16-11-2021 09:50
HEROMOTOCO,EQ,22-07-2021,Annual General Meeting/Dividend - Rs 25 Per Share/ Special Dividend - Rs 10 Per Share,2712.2,2724,2701,2718.75,2693.25,0.95,131599,3569.93,16-11-2021 09:50
ADANIPORTS,EQ,24-06-2021,Dividend - Rs 5 Per Sh,752.7,761.7,750.25,756.35,749.8,0.87,1120352,8482.41,16-11-2021 09:50
COALINDIA,EQ,02-09-2021,Dividend - Rs 3.50 Per Share,161,161.65,160.15,160.85,159.75,0.69,2902694,4672.76,16-11-2021 09:50
M&M,EQ,15-07-2021,Annual General Meeting/Dividend - Rs 8.75 Per Share,928.4,938.8,927.4,934.65,928.4,0.67,413317,3860.96,16-11-2021 09:50
ONGC,EQ,08-09-2021,Dividend - Rs 1.85 Per Share,159.4,159.7,157.75,158.6,157.8,0.51,3434999,5444.82,16-11-2021 09:50
TATASTEEL,EQ,17-06-2021,Annual General Meeting/Dividend - Rs 25 Per Share,1245.45,1261.05,1228.65,1251.8,1245.45,0.51,3346209,41666.99,16-11-2021 09:50
SBILIFE,EQ,05-04-2021,Interim Dividend - Rs 2.5 Per Share,1169.9,1174.15,1161.1,1164.55,1159.9,0.4,105978,1235.42,16-11-2021 09:50
MARUTI,EQ,05-08-2021,Dividend - Rs 45 Per Share,7545,7639.8,7535.05,7625,7503.1,1.62,111892,8497.84,16-11-2021 09:55
TATAMOTORS,EQ,18-07-2016,Dividend - Re 0.20/- Per Share,506.9,514.8,506.2,512,505.45,1.3,6651140,34040.53,16-11-2021 09:55
HEROMOTOCO,EQ,22-07-2021,Annual General Meeting/Dividend - Rs 25 Per Share/ Special Dividend - Rs 10 Per Share,2712.2,2726,2701,2726,2693.25,1.22,146773,3982.89,16-11-2021 09:55
JSWSTEEL,EQ,05-07-2021,Annual General Meeting/Dividend - Rs 6.50 Per Share,658,674,655.7,668.8,661.5,1.1,996685,6639.12,16-11-2021 09:55
ADANIPORTS,EQ,24-06-2021,Dividend - Rs 5 Per Sh,752.7,761.7,750.25,756.4,749.8,0.88,1169537,8854.21,16-11-2021 09:55
TATASTEEL,EQ,17-06-2021,Annual General Meeting/Dividend - Rs 25 Per Share,1245.45,1261.05,1228.65,1255.9,1245.45,0.84,3571882,44498.51,16-11-2021 09:55
COALINDIA,EQ,02-09-2021,Dividend - Rs 3.50 Per Share,161,161.65,160.15,161.05,159.75,0.81,3082317,4961.91,16-11-2021 09:55
WIPRO,EQ,08-07-2021,Annual General Meeting,658.4,663.5,654.65,663.2,658.9,0.65,923187,6092.48,16-11-2021 09:55
M&M,EQ,15-07-2021,Annual General Meeting/Dividend - Rs 8.75 Per Share,928.4,938.8,927.4,933.05,928.4,0.5,474597,4434.21,16-11-2021 09:55
ONGC,EQ,08-09-2021,Dividend - Rs 1.85 Per Share,159.4,159.7,157.75,158.55,157.8,0.48,3668262,5814.56,16-11-2021 09:55
MARUTI,EQ,05-08-2021,Dividend - Rs 45 Per Share,7545,7639.8,7535.05,7620,7503.1,1.56,118959,9036.51,16-11-2021 10:00
TATAMOTORS,EQ,18-07-2016,Dividend - Re 0.20/- Per Share,506.9,514.8,506.2,512.25,505.45,1.35,6981472,35735.36,16-11-2021 10:00
HEROMOTOCO,EQ,22-07-2021,Annual General Meeting/Dividend - Rs 25 Per Share/ Special Dividend - Rs 10 Per Share,2712.2,2732,2701,2727.8,2693.25,1.28,171761,4664.7,16-11-2021 10:00
JSWSTEEL,EQ,05-07-2021,Annual General Meeting/Dividend - Rs 6.50 Per Share,658,674,655.7,669.1,661.5,1.15,1031189,6870.19,16-11-2021 10:00
ADANIPORTS,EQ,24-06-2021,Dividend - Rs 5 Per Sh,752.7,761.7,750.25,757.05,749.8,0.97,1220821,9242.84,16-11-2021 10:00
COALINDIA,EQ,02-09-2021,Dividend - Rs 3.50 Per Share,161,161.65,160.15,161.2,159.75,0.91,3196010,5145.26,16-11-2021 10:00
TATASTEEL,EQ,17-06-2021,Annual General Meeting/Dividend - Rs 25 Per Share,1245.45,1261.05,1228.65,1254.45,1245.45,0.72,3677540,45825.46,16-11-2021 10:00
WIPRO,EQ,08-07-2021,Annual General Meeting,658.4,663.55,654.65,663.2,658.9,0.65,984251,6497.43,16-11-2021 10:00
M&M,EQ,15-07-2021,Annual General Meeting/Dividend - Rs 8.75 Per Share,928.4,938.8,927.4,933.35,928.4,0.53,501457,4684.96,16-11-2021 10:00
SBILIFE,EQ,05-04-2021,Interim Dividend - Rs 2.5 Per Share,1169.9,1174.15,1161.1,1165.75,1159.9,0.5,122172,1423.93,16-11-2021 10:00
MARUTI,EQ,05-08-2021,Dividend - Rs 45 Per Share,7545,7655,7535.05,7652,7503.1,1.98,136180,10351.8,16-11-2021 10:05
TATAMOTORS,EQ,18-07-2016,Dividend - Re 0.20/- Per Share,506.9,514.8,506.2,512.9,505.45,1.47,7325248,37498.68,16-11-2021 10:05
HEROMOTOCO,EQ,22-07-2021,Annual General Meeting/Dividend - Rs 25 Per Share/ Special Dividend - Rs 10 Per Share,2712.2,2732,2701,2730.3,2693.25,1.38,185327,5034.91,16-11-2021 10:05
JSWSTEEL,EQ,05-07-2021,Annual General Meeting/Dividend - Rs 6.50 Per Share,658,674,655.7,667.5,661.5,0.91,1080949,7202.47,16-11-2021 10:05
ADANIPORTS,EQ,24-06-2021,Dividend - Rs 5 Per Sh,752.7,761.7,750.25,756.35,749.8,0.87,1255196,9502.96,16-11-2021 10:05
COALINDIA,EQ,02-09-2021,Dividend - Rs 3.50 Per Share,161,161.65,160.15,161.05,159.75,0.81,3308557,5326.45,16-11-2021 10:05
WIPRO,EQ,08-07-2021,Annual General Meeting,658.4,663.55,654.65,662.85,658.9,0.6,1029047,6794.28,16-11-2021 10:05
SBILIFE,EQ,05-04-2021,Interim Dividend - Rs 2.5 Per Share,1169.9,1174.15,1161.1,1166.65,1159.9,0.58,128747,1500.56,16-11-2021 10:05
INFY,EQ,26-10-2021,Interim Dividend - Rs 15 Per Sh,1790,1797,1777,1797,1787.15,0.55,981600,17567.99,16-11-2021 10:05
TATASTEEL,EQ,17-06-2021,Annual General Meeting/Dividend - Rs 25 Per Share,1245.45,1261.05,1228.65,1251.85,1245.45,0.51,3805407,47427.93,16-11-2021 10:05
MARUTI,EQ,05-08-2021,Dividend - Rs 45 Per Share,7545,7690,7535.05,7688.5,7503.1,2.47,156624,11918.3,16-11-2021 10:10
TATAMOTORS,EQ,18-07-2016,Dividend - Re 0.20/- Per Share,506.9,514.8,506.2,514,505.45,1.69,7650443,39167.97,16-11-2021 10:10
HEROMOTOCO,EQ,22-07-2021,Annual General Meeting/Dividend - Rs 25 Per Share/ Special Dividend - Rs 10 Per Share,2712.2,2732,2701,2732,2693.25,1.44,193683,5263.1,16-11-2021 10:10
GRASIM,EQ,12-08-2021,Annual General Meeting/Dividend - Rs 5  Per Share/ Special Dividend - Rs 4 Per Share,1860,1875,1851.55,1873.1,1855.85,0.93,84136,1567.18,16-11-2021 10:10
ADANIPORTS,EQ,24-06-2021,Dividend - Rs 5 Per Sh,752.7,761.7,750.25,756.15,749.8,0.85,1276089,9660.89,16-11-2021 10:10
JSWSTEEL,EQ,05-07-2021,Annual General Meeting/Dividend - Rs 6.50 Per Share,658,674,655.7,666.85,661.5,0.81,1113352,7418.6,16-11-2021 10:10
COALINDIA,EQ,02-09-2021,Dividend - Rs 3.50 Per Share,161,161.65,160.15,161.05,159.75,0.81,3392229,5461.49,16-11-2021 10:10
SBILIFE,EQ,05-04-2021,Interim Dividend - Rs 2.5 Per Share,1169.9,1174.15,1161.1,1169,1159.9,0.78,141693,1651.77,16-11-2021 10:10
WIPRO,EQ,08-07-2021,Annual General Meeting,658.4,663.55,654.65,662.7,658.9,0.58,1056814,6978.35,16-11-2021 10:10
