activeCases,activeCasesNew,recovered,recoveredNew,deaths,deathsNew,previousDayTests,totalCases,sourceUrl,lastUpdatedAtApify,readMe,regionData.region,regionData.activeCases,regionData.newInfected,regionData.recovered,regionData.newRecovered,regionData.deceased,regionData.newDeceased,regionData.totalInfected
353398,-7942,31636469,38487,434367,403,1585681,32424234,https://www.mohfw.gov.in/,2021-08-23T03:00:00.000Z,https://github.com/zpelechova/covid-in/blob/master/README.md,Mizoram,6568,-476,45418,1050,194,2,52180
353398,-7942,31636469,38487,434367,403,1585681,32424234,https://www.mohfw.gov.in/,2021-08-23T03:00:00.000Z,https://github.com/zpelechova/covid-in/blob/master/README.md,Nagaland,994,-38,27951,110,609,0,29554
353398,-7942,31636469,38487,434367,403,1585681,32424234,https://www.mohfw.gov.in/,2021-08-23T03:00:00.000Z,https://github.com/zpelechova/covid-in/blob/master/README.md,Odisha,8571,-134,984224,979,7289,66,1000084
353398,-7942,31636469,38487,434367,403,1585681,32424234,https://www.mohfw.gov.in/,2021-08-23T03:00:00.000Z,https://github.com/zpelechova/covid-in/blob/master/README.md,Puducherry,908,-55,120116,112,1808,2,122832
353398,-7942,31636469,38487,434367,403,1585681,32424234,https://www.mohfw.gov.in/,2021-08-23T03:00:00.000Z,https://github.com/zpelechova/covid-in/blob/master/README.md,Punjab,493,-45,583380,89,16352,1,600225
353398,-7942,31636469,38487,434367,403,1585681,32424234,https://www.mohfw.gov.in/,2021-08-23T03:00:00.000Z,https://github.com/zpelechova/covid-in/blob/master/README.md,Rajasthan,167,12,944897,11,8954,0,954018
353398,-7942,31636469,38487,434367,403,1585681,32424234,https://www.mohfw.gov.in/,2021-08-23T03:00:00.000Z,https://github.com/zpelechova/covid-in/blob/master/README.md,Sikkim,1630,-76,27250,163,364,0,29244
353398,-7942,31636469,38487,434367,403,1585681,32424234,https://www.mohfw.gov.in/,2021-08-23T03:00:00.000Z,https://github.com/zpelechova/covid-in/blob/master/README.md,Tamil Nadu,19391,-230,2545178,1859,34686,23,2599255
353398,-7942,31636469,38487,434367,403,1585681,32424234,https://www.mohfw.gov.in/,2021-08-23T03:00:00.000Z,https://github.com/zpelechova/covid-in/blob/master/README.md,Telangana,6608,-120,644294,482,3856,2,654758
353398,-7942,31636469,38487,434367,403,1585681,32424234,https://www.mohfw.gov.in/,2021-08-23T03:00:00.000Z,https://github.com/zpelechova/covid-in/blob/master/README.md,Tripura,1249,-36,80016,145,785,0,82050
353398,-7942,31636469,38487,434367,403,1585681,32424234,https://www.mohfw.gov.in/,2021-08-23T03:00:00.000Z,https://github.com/zpelechova/covid-in/blob/master/README.md,Uttarakhand,321,-12,335039,32,7377,1,342737
353398,-7942,31636469,38487,434367,403,1585681,32424234,https://www.mohfw.gov.in/,2021-08-23T03:00:00.000Z,https://github.com/zpelechova/covid-in/blob/master/README.md,Uttar Pradesh,407,-1,1685901,24,22792,1,1709100
353398,-7942,31636469,38487,434367,403,1585681,32424234,https://www.mohfw.gov.in/,2021-08-23T03:00:00.000Z,https://github.com/zpelechova/covid-in/blob/master/README.md,West Bengal,9594,-41,1514475,709,18356,10,1542425
333924,-19474,31680626,44157,434756,389,1295160,32449306,https://www.mohfw.gov.in/,2021-08-24T02:00:00.000Z,https://github.com/zpelechova/covid-in/blob/master/README.md,Andaman and Nicobar Islands,8,-1,7420,1,129,0,7557
333924,-19474,31680626,44157,434756,389,1295160,32449306,https://www.mohfw.gov.in/,2021-08-24T02:00:00.000Z,https://github.com/zpelechova/covid-in/blob/master/README.md,Andhra Pradesh,14677,-464,1973940,1541,13723,8,2002340
333924,-19474,31680626,44157,434756,389,1295160,32449306,https://www.mohfw.gov.in/,2021-08-24T02:00:00.000Z,https://github.com/zpelechova/covid-in/blob/master/README.md,Arunachal Pradesh,1260,-122,50695,169,259,2,52214
333924,-19474,31680626,44157,434756,389,1295160,32449306,https://www.mohfw.gov.in/,2021-08-24T02:00:00.000Z,https://github.com/zpelechova/covid-in/blob/master/README.md,Assam,8011,-213,570847,539,5576,10,584434
333924,-19474,31680626,44157,434756,389,1295160,32449306,https://www.mohfw.gov.in/,2021-08-24T02:00:00.000Z,https://github.com/zpelechova/covid-in/blob/master/README.md,Bihar,141,-6,715798,26,9649,0,725588
333924,-19474,31680626,44157,434756,389,1295160,32449306,https://www.mohfw.gov.in/,2021-08-24T02:00:00.000Z,https://github.com/zpelechova/covid-in/blob/master/README.md,Chandigarh,41,-3,64213,3007,812,0,65066
333924,-19474,31680626,44157,434756,389,1295160,32449306,https://www.mohfw.gov.in/,2021-08-24T02:00:00.000Z,https://github.com/zpelechova/covid-in/blob/master/README.md,Chhattisgarh,863,-34,989728,60,13553,1,1004144
333924,-19474,31680626,44157,434756,389,1295160,32449306,https://www.mohfw.gov.in/,2021-08-24T02:00:00.000Z,https://github.com/zpelechova/covid-in/blob/master/README.md,Dadra and Nagar Haveli and Daman and Diu,4,0,10651,0,4,0,10659
333924,-19474,31680626,44157,434756,389,1295160,32449306,https://www.mohfw.gov.in/,2021-08-24T02:00:00.000Z,https://github.com/zpelechova/covid-in/blob/master/README.md,Delhi,398,-32,1411840,56,25079,0,1437317
333924,-19474,31680626,44157,434756,389,1295160,32449306,https://www.mohfw.gov.in/,2021-08-24T02:00:00.000Z,https://github.com/zpelechova/covid-in/blob/master/README.md,Goa,899,-16,169080,91,3185,1,173164
333924,-19474,31680626,44157,434756,389,1295160,32449306,https://www.mohfw.gov.in/,2021-08-24T02:00:00.000Z,https://github.com/zpelechova/covid-in/blob/master/README.md,Gujarat,182,-2,815041,17,10079,0,825302
